time (min),bacterium area (pixels),bacterium area (µm^2)
2216,1296,3.504384
2217,1310,3.5422399999999996
2218,1309,3.5395359999999996
2219,1330,3.59632
2220,1317,3.561168
2221,1290,3.4881599999999997
2222,1297,3.5070879999999995
2223,1317,3.561168
2224,661,1.7873439999999998
2225,1255,3.3935199999999996
2226,645,1.7440799999999999
2227,1398,3.7801919999999996
2228,1213,3.2799519999999998
2229,619,1.673776
2230,671,1.8143839999999998
2231,681,1.841424
2232,691,1.868464
2233,694,1.8765759999999998
2234,698,1.887392
2235,704,1.903616
2236,706,1.9090239999999998
2237,716,1.9360639999999998
2238,727,1.9658079999999998
2239,728,1.9685119999999998
2240,737,1.992848
2241,733,1.9820319999999998
2242,743,2.0090719999999997
2243,740,2.00096
2244,751,2.030704
2245,750,2.028
2246,766,2.0712639999999998
2247,764,2.0658559999999997
2248,765,2.0685599999999997
2249,774,2.0928959999999996
2250,779,2.106416
2251,783,2.117232
2252,787,2.1280479999999997
2253,790,2.13616
2254,795,2.14968
2255,801,2.165904
2256,819,2.2145759999999997
2257,809,2.1875359999999997
2258,810,2.1902399999999997
2259,828,2.238912
2260,835,2.25784
2261,819,2.2145759999999997
2262,840,2.27136
2263,843,2.2794719999999997
2264,844,2.2821759999999998
2265,855,2.3119199999999998
2266,854,2.3092159999999997
2267,866,2.3416639999999997
2268,865,2.3389599999999997
2269,877,2.3714079999999997
2270,888,2.4011519999999997
2271,895,2.42008
2272,896,2.422784
2273,899,2.4308959999999997
2274,905,2.44712
2275,909,2.4579359999999997
2276,900,2.4335999999999998
2277,920,2.4876799999999997
2278,928,2.509312
2279,939,2.539056
2280,938,2.536352
2281,942,2.5471679999999997
2282,951,2.571504
2283,959,2.593136
2284,964,2.6066559999999996
2285,965,2.6093599999999997
2286,969,2.620176
2287,967,2.6147679999999998
2288,975,2.6363999999999996
2289,998,2.6985919999999997
2290,983,2.658032
2291,1012,2.7364479999999998
2292,1018,2.752672
2293,1021,2.7607839999999997
2294,1027,2.777008
2295,1043,2.8202719999999997
2296,1039,2.809456
2297,1040,2.81216
2298,1049,2.836496
2299,1053,2.8473119999999996
2300,1058,2.860832
2301,1054,2.8500159999999997
2302,1067,2.8851679999999997
2303,1065,2.8797599999999997
2304,1083,2.928432
2305,1087,2.9392479999999996
2306,1083,2.928432
2307,1081,2.923024
2308,1087,2.9392479999999996
2309,1103,2.982512
2310,1102,2.979808
2311,1119,3.0257759999999996
2312,1132,3.0609279999999996
2313,1133,3.0636319999999997
2314,1124,3.0392959999999998
2315,1134,3.0663359999999997
2316,1144,3.0933759999999997
2317,1162,3.142048
2318,1196,3.233984
2319,1201,3.2475039999999997
2320,1155,3.1231199999999997
2321,1127,3.047408
2322,1136,3.071744
2323,1127,3.047408
2324,1150,3.1096
2325,1123,3.0365919999999997
2326,1178,3.1853119999999997
2327,1244,3.3637759999999997
2328,660,1.7846399999999998
2329,663,1.792752
2330,665,1.79816
2331,670,1.81168
2332,681,1.841424
2333,684,1.8495359999999998
2334,675,1.8252
2335,689,1.8630559999999998
2336,694,1.8765759999999998
2337,689,1.8630559999999998
2338,691,1.868464
2339,706,1.9090239999999998
2340,701,1.8955039999999999
2341,709,1.917136
2342,719,1.944176
2343,721,1.9495839999999998
2344,716,1.9360639999999998
2345,719,1.944176
2346,735,1.9874399999999999
2347,737,1.992848
2348,735,1.9874399999999999
2349,747,2.019888
2350,751,2.030704
2351,754,2.0388159999999997
2352,756,2.044224
2353,767,2.073968
2354,760,2.05504
2355,766,2.0712639999999998
2356,763,2.0631519999999997
2357,773,2.090192
2358,774,2.0928959999999996
2359,787,2.1280479999999997
2360,788,2.1307519999999998
2361,796,2.1523839999999996
2362,799,2.1604959999999997
2363,800,2.1632
2364,809,2.1875359999999997
2365,806,2.179424
2366,823,2.225392
2367,826,2.233504
2368,841,2.2740639999999996
2369,827,2.236208
2370,842,2.2767679999999997
2371,849,2.295696
2372,852,2.3038079999999996
2373,857,2.317328
2374,863,2.3335519999999996
2375,867,2.344368
2376,873,2.360592
2377,879,2.376816
2378,882,2.384928
2379,894,2.417376
2380,901,2.436304
2381,902,2.439008
2382,906,2.449824
2383,907,2.452528
2384,915,2.47416
2385,926,2.503904
2386,916,2.476864
2387,926,2.503904
2388,946,2.557984
2389,952,2.5742079999999996
2390,959,2.593136
2391,961,2.598544
2392,966,2.6120639999999997
2393,967,2.6147679999999998
2394,974,2.6336959999999996
2395,978,2.6445119999999998
2396,992,2.682368
2397,990,2.67696
2398,997,2.6958879999999996
2399,1011,2.7337439999999997
2400,1007,2.722928
2401,1009,2.7283359999999997
2402,1025,2.7716
2403,1038,2.806752
2404,1039,2.809456
2405,1054,2.8500159999999997
2406,1071,2.895984
2407,1062,2.871648
2408,1067,2.8851679999999997
2409,1087,2.9392479999999996
2410,1089,2.9446559999999997
2411,1094,2.958176
2412,1100,2.9743999999999997
2413,1114,3.012256
2414,1117,3.020368
2415,1125,3.042
2416,1128,3.050112
2417,1132,3.0609279999999996
2418,1125,3.042
2419,1152,3.1150079999999996
2420,1145,3.0960799999999997
2421,1169,3.160976
2422,1185,3.20424
2423,1212,3.2772479999999997
2424,1072,2.898688
2425,1200,3.2447999999999997
2426,1247,3.3718879999999998
2427,1186,3.2069439999999996
2428,1117,3.020368
2429,1160,3.13664
2430,1053,2.8473119999999996
2431,616,1.6656639999999998
2432,622,1.6818879999999998
2433,1082,2.925728
2434,652,1.763008
2435,725,1.9604
2436,728,1.9685119999999998
2437,736,1.990144
2438,738,1.9955519999999998
2439,742,2.0063679999999997
2440,745,2.01448
2441,748,2.022592
2442,758,2.049632
2443,765,2.0685599999999997
2444,763,2.0631519999999997
2445,776,2.0983039999999997
2446,767,2.073968
2447,780,2.10912
2448,782,2.114528
2449,794,2.146976
2450,784,2.119936
2451,804,2.174016
2452,794,2.146976
2453,805,2.17672
2454,805,2.17672
2455,814,2.201056
2456,819,2.2145759999999997
2457,820,2.2172799999999997
2458,824,2.228096
2459,827,2.236208
2460,830,2.2443199999999996
2461,842,2.2767679999999997
2462,847,2.290288
2463,842,2.2767679999999997
2464,848,2.292992
2465,857,2.317328
2466,856,2.314624
2467,873,2.360592
2468,863,2.3335519999999996
2469,872,2.357888
2470,871,2.355184
2471,864,2.3362559999999997
2472,879,2.376816
2473,893,2.414672
2474,887,2.3984479999999997
2475,899,2.4308959999999997
2476,910,2.4606399999999997
2477,914,2.471456
2478,923,2.495792
2479,926,2.503904
2480,943,2.5498719999999997
2481,938,2.536352
2482,951,2.571504
2483,958,2.590432
2484,954,2.5796159999999997
2485,968,2.617472
2486,970,2.62288
2487,976,2.6391039999999997
2488,978,2.6445119999999998
2489,981,2.652624
2490,979,2.647216
2491,1002,2.709408
2492,1015,2.74456
2493,1013,2.739152
2494,1019,2.7553759999999996
2495,1008,2.7256319999999996
2496,1012,2.7364479999999998
2497,1026,2.774304
2498,1032,2.7905279999999997
2499,1044,2.8229759999999997
2500,1050,2.8392
2501,1055,2.8527199999999997
2502,1060,2.86624
2503,1065,2.8797599999999997
2504,1061,2.868944
2505,1057,2.858128
2506,1088,2.9419519999999997
2507,1096,2.963584
2508,1089,2.9446559999999997
2509,1097,2.9662879999999996
2510,1102,2.979808
2511,1108,2.9960319999999996
2512,1114,3.012256
2513,1133,3.0636319999999997
2514,1134,3.0663359999999997
2515,1142,3.0879679999999996
2516,1142,3.0879679999999996
2517,1171,3.166384
2518,1177,3.1826079999999997
2519,1184,3.201536
2520,1190,3.2177599999999997
2521,1204,3.255616
2522,1219,3.2961759999999996
2523,1235,3.3394399999999997
2524,1234,3.3367359999999997
2525,1240,3.35296
2526,1208,3.2664319999999996
2527,1293,3.496272
2528,1158,3.131232
2529,1150,3.1096
2530,1012,2.7364479999999998
2531,1012,2.7364479999999998
2532,1108,2.9960319999999996
2533,1059,2.863536
2534,1134,3.0663359999999997
2535,1139,3.079856
2536,1251,3.382704
2537,756,2.044224
2538,743,2.0090719999999997
2539,763,2.0631519999999997
2540,771,2.084784
2541,768,2.076672
2542,773,2.090192
2543,782,2.114528
2544,783,2.117232
2545,801,2.165904
2546,795,2.14968
2547,794,2.146976
2548,809,2.1875359999999997
2549,805,2.17672
2550,810,2.1902399999999997
2551,820,2.2172799999999997
2552,818,2.211872
2553,826,2.233504
2554,824,2.228096
2555,830,2.2443199999999996
2556,841,2.2740639999999996
2557,849,2.295696
2558,845,2.28488
2559,840,2.27136
2560,849,2.295696
2561,852,2.3038079999999996
2562,849,2.295696
2563,870,2.35248
2564,863,2.3335519999999996
2565,864,2.3362559999999997
2566,893,2.414672
2567,905,2.44712
2568,900,2.4335999999999998
2569,907,2.452528
2570,898,2.4281919999999997
2571,906,2.449824
2572,917,2.479568
2573,936,2.530944
2574,935,2.52824
2575,946,2.557984
2576,965,2.6093599999999997
2577,953,2.5769119999999996
2578,963,2.6039519999999996
2579,975,2.6363999999999996
2580,985,2.66344
2581,991,2.679664
2582,889,2.4038559999999998
2583,1001,2.7067039999999998
2584,1006,2.720224
2585,1026,2.774304
2586,1021,2.7607839999999997
2587,1008,2.7256319999999996
2588,1010,2.7310399999999997
2589,1034,2.7959359999999998
2590,1039,2.809456
2591,1056,2.8554239999999997
2592,1066,2.8824639999999997
2593,1069,2.890576
2594,1072,2.898688
2595,1091,2.950064
2596,1085,2.93384
2597,1081,2.923024
2598,1089,2.9446559999999997
2599,1090,2.9473599999999998
2600,1097,2.9662879999999996
2601,1108,2.9960319999999996
2602,1122,3.0338879999999997
2603,1120,3.0284799999999996
2604,1130,3.0555199999999996
2605,1136,3.071744
2606,1140,3.08256
2607,1151,3.112304
2608,1152,3.1150079999999996
2609,1166,3.1528639999999997
2610,1164,3.1474559999999996
2611,1174,3.174496
2612,1175,3.1771999999999996
2613,1185,3.20424
2614,1193,3.225872
2615,1189,3.2150559999999997
2616,1213,3.2799519999999998
2617,1204,3.255616
2618,1233,3.3340319999999997
2619,1224,3.3096959999999997
2620,1228,3.320512
2621,1246,3.3691839999999997
2622,1275,3.4475999999999996
2623,1271,3.436784
2624,1295,3.50168
2625,743,2.0090719999999997
2626,746,2.017184
2627,752,2.0334079999999997
2628,757,2.046928
2629,758,2.049632
2630,768,2.076672
2631,773,2.090192
2632,780,2.10912
2633,784,2.119936
2634,783,2.117232
2635,785,2.1226399999999996
2636,794,2.146976
2637,808,2.1848319999999997
2638,794,2.146976
2639,799,2.1604959999999997
2640,813,2.198352
2641,813,2.198352
2642,828,2.238912
2643,827,2.236208
2644,839,2.268656
2645,841,2.2740639999999996
2646,841,2.2740639999999996
2647,845,2.28488
2648,848,2.292992
2649,852,2.3038079999999996
2650,863,2.3335519999999996
2651,866,2.3416639999999997
2652,872,2.357888
2653,885,2.3930399999999996
2654,884,2.390336
2655,878,2.374112
2656,895,2.42008
2657,896,2.422784
2658,893,2.414672
2659,905,2.44712
2660,915,2.47416
2661,918,2.482272
2662,919,2.4849759999999996
2663,929,2.512016
2664,937,2.533648
2665,936,2.530944
2666,934,2.525536
2667,936,2.530944
2668,957,2.587728
2669,952,2.5742079999999996
2670,961,2.598544
2671,957,2.587728
2672,974,2.6336959999999996
2673,973,2.630992
2674,996,2.693184
2675,988,2.6715519999999997
2676,1003,2.712112
2677,1015,2.74456
2678,1012,2.7364479999999998
2679,1030,2.7851199999999996
2680,1031,2.7878239999999996
2681,1038,2.806752
2682,1047,2.831088
2683,1035,2.79864
2684,1064,2.8770559999999996
2685,1055,2.8527199999999997
2686,1067,2.8851679999999997
2687,1074,2.904096
2688,1079,2.9176159999999998
2689,1092,2.952768
2690,1094,2.958176
2691,1102,2.979808
2692,1103,2.982512
2693,1115,3.01496
2694,1121,3.0311839999999997
2695,1127,3.047408
2696,1126,3.044704
2697,1144,3.0933759999999997
2698,1152,3.1150079999999996
2699,1161,3.139344
2700,1159,3.133936
2701,1169,3.160976
2702,1174,3.174496
2703,1182,3.196128
2704,1196,3.233984
2705,1196,3.233984
2706,1200,3.2447999999999997
2707,0,0.0
2708,1163,3.144752
2709,1153,3.1177119999999996
2710,1180,3.19072
2711,1189,3.2150559999999997
2712,1219,3.2961759999999996
2713,1249,3.377296
2714,1267,3.4259679999999997
2715,1257,3.3989279999999997
2716,1269,3.4313759999999998
2717,1285,3.47464
2718,1300,3.5151999999999997
2719,1292,3.493568
2720,1318,3.563872
2721,1299,3.5124959999999996
2722,1193,3.225872
2723,1184,3.201536
2724,1191,3.2204639999999998
2725,1386,3.7477439999999995
2726,754,2.0388159999999997
2727,767,2.073968
2728,772,2.087488
2729,748,2.022592
2730,771,2.084784
2731,780,2.10912
2732,786,2.1253439999999997
2733,790,2.13616
2734,789,2.133456
2735,804,2.174016
2736,809,2.1875359999999997
2737,806,2.179424
2738,814,2.201056
2739,819,2.2145759999999997
2740,822,2.2226879999999998
2741,834,2.255136
2742,839,2.268656
2743,824,2.228096
2744,848,2.292992
2745,849,2.295696
2746,853,2.3065119999999997
2747,868,2.347072
2748,862,2.330848
2749,869,2.349776
2750,877,2.3714079999999997
2751,879,2.376816
2752,892,2.411968
2753,896,2.422784
2754,901,2.436304
2755,906,2.449824
2756,911,2.4633439999999998
2757,910,2.4606399999999997
2758,927,2.506608
2759,929,2.512016
2760,929,2.512016
2761,939,2.539056
2762,953,2.5769119999999996
2763,939,2.539056
2764,955,2.5823199999999997
2765,967,2.6147679999999998
2766,984,2.660736
2767,970,2.62288
2768,983,2.658032
2769,997,2.6958879999999996
2770,985,2.66344
2771,996,2.693184
2772,999,2.7012959999999997
2773,1015,2.74456
2774,1032,2.7905279999999997
2775,1026,2.774304
2776,1029,2.782416
2777,1039,2.809456
2778,1040,2.81216
2779,1050,2.8392
2780,1052,2.8446079999999996
2781,1065,2.8797599999999997
2782,1076,2.9095039999999996
2783,1067,2.8851679999999997
2784,1082,2.925728
2785,1094,2.958176
2786,1093,2.955472
2787,1102,2.979808
2788,1097,2.9662879999999996
2789,1110,3.0014399999999997
2790,1114,3.012256
2791,1126,3.044704
2792,1140,3.08256
2793,1129,3.052816
2794,1134,3.0663359999999997
2795,1140,3.08256
2796,1157,3.1285279999999998
2797,1157,3.1285279999999998
2798,1168,3.1582719999999997
2799,1160,3.13664
2800,1181,3.193424
2801,1189,3.2150559999999997
2802,1193,3.225872
2803,1192,3.223168
2804,1187,3.2096479999999996
2805,1211,3.2745439999999997
2806,1227,3.317808
2807,1241,3.355664
2808,1246,3.3691839999999997
2809,1259,3.404336
2810,1277,3.4530079999999996
2811,1290,3.4881599999999997
2812,1300,3.5151999999999997
2813,1303,3.5233119999999998
2814,1313,3.5503519999999997
2815,1317,3.561168
2816,1328,3.590912
2817,1345,3.6368799999999997
2818,1350,3.6504
2819,1358,3.6720319999999997
2820,1308,3.5368319999999995
2821,0,0.0
2822,0,0.0
2823,1273,3.442192
2824,1278,3.4557119999999997
2825,1237,3.344848
2826,1344,3.6341759999999996
2827,1272,3.439488
2828,1344,3.6341759999999996
2829,805,2.17672
2830,826,2.233504
2831,827,2.236208
2832,840,2.27136
2833,832,2.2497279999999997
2834,838,2.265952
2835,852,2.3038079999999996
2836,849,2.295696
2837,860,2.32544
2838,873,2.360592
2839,861,2.328144
2840,876,2.3687039999999997
2841,893,2.414672
2842,899,2.4308959999999997
2843,896,2.422784
2844,906,2.449824
2845,904,2.444416
2846,917,2.479568
2847,913,2.468752
2848,931,2.5174239999999997
2849,932,2.5201279999999997
2850,944,2.5525759999999997
2851,943,2.5498719999999997
2852,944,2.5525759999999997
2853,958,2.590432
2854,965,2.6093599999999997
2855,955,2.5823199999999997
2856,968,2.617472
2857,976,2.6391039999999997
2858,977,2.6418079999999997
2859,985,2.66344
2860,995,2.69048
2861,999,2.7012959999999997
2862,1000,2.7039999999999997
2863,1006,2.720224
2864,1009,2.7283359999999997
2865,1018,2.752672
2866,1032,2.7905279999999997
2867,1041,2.8148639999999996
2868,1040,2.81216
2869,1050,2.8392
2870,1060,2.86624
2871,1068,2.8878719999999998
2872,1069,2.890576
2873,1085,2.93384
2874,1083,2.928432
2875,1090,2.9473599999999998
2876,1099,2.9716959999999997
2877,1104,2.985216
2878,1109,2.9987359999999996
2879,1120,3.0284799999999996
2880,1118,3.023072
2881,1127,3.047408
2882,1136,3.071744
2883,1126,3.044704
2884,1138,3.077152
2885,1147,3.101488
2886,1151,3.112304
2887,1167,3.1555679999999997
2888,1168,3.1582719999999997
2889,1173,3.171792
2890,1179,3.1880159999999997
2891,1181,3.193424
2892,1191,3.2204639999999998
2893,1196,3.233984
2894,1206,3.261024
2895,1229,3.323216
2896,1234,3.3367359999999997
2897,1242,3.3583679999999996
2898,1216,3.288064
2899,1237,3.344848
2900,1243,3.3610719999999996
2901,1253,3.3881119999999996
2902,1251,3.382704
2903,1258,3.4016319999999998
2904,1269,3.4313759999999998
2905,1272,3.439488
2906,1271,3.436784
2907,1281,3.463824
2908,1286,3.4773439999999995
2909,1297,3.5070879999999995
2910,1316,3.558464
2911,1322,3.5746879999999996
2912,1329,3.593616
2913,1345,3.6368799999999997
2914,1365,3.6909599999999996
2915,1367,3.6963679999999997
2916,1378,3.7261119999999996
2917,1386,3.7477439999999995
2918,1409,3.8099359999999995
2919,1410,3.8126399999999996
2920,1402,3.7910079999999997
2921,1414,3.8234559999999997
2922,1420,3.8396799999999995
2923,772,2.087488
2924,790,2.13616
2925,785,2.1226399999999996
2926,789,2.133456
2927,800,2.1632
2928,797,2.1550879999999997
2929,804,2.174016
2930,810,2.1902399999999997
2931,810,2.1902399999999997
2932,812,2.195648
2933,820,2.2172799999999997
2934,827,2.236208
2935,834,2.255136
2936,836,2.260544
2937,846,2.287584
2938,846,2.287584
2939,860,2.32544
2940,864,2.3362559999999997
2941,862,2.330848
2942,870,2.35248
2943,872,2.357888
2944,880,2.37952
2945,878,2.374112
2946,893,2.414672
2947,898,2.4281919999999997
2948,901,2.436304
2949,896,2.422784
2950,909,2.4579359999999997
2951,910,2.4606399999999997
2952,911,2.4633439999999998
2953,921,2.4903839999999997
2954,924,2.498496
2955,937,2.533648
2956,946,2.557984
2957,951,2.571504
2958,957,2.587728
2959,957,2.587728
2960,970,2.62288
2961,982,2.655328
2962,968,2.617472
2963,979,2.647216
2964,987,2.6688479999999997
2965,992,2.682368
2966,1004,2.714816
2967,996,2.693184
2968,1000,2.7039999999999997
2969,1011,2.7337439999999997
2970,1021,2.7607839999999997
2971,1028,2.779712
2972,1023,2.7661919999999998
2973,1033,2.7932319999999997
2974,1047,2.831088
2975,1052,2.8446079999999996
2976,1059,2.863536
2977,1065,2.8797599999999997
2978,1059,2.863536
2979,1080,2.92032
2980,1088,2.9419519999999997
2981,1083,2.928432
2982,1105,2.98792
2983,1099,2.9716959999999997
2984,1107,2.993328
2985,1120,3.0284799999999996
2986,1130,3.0555199999999996
2987,1140,3.08256
2988,1151,3.112304
2989,1152,3.1150079999999996
2990,1156,3.1258239999999997
2991,1159,3.133936
2992,1158,3.131232
2993,1171,3.166384
2994,1186,3.2069439999999996
2995,1181,3.193424
2996,1186,3.2069439999999996
2997,1208,3.2664319999999996
2998,1214,3.282656
2999,1217,3.290768
3000,1222,3.3042879999999997
3001,1229,3.323216
3002,1236,3.342144
3003,1240,3.35296
3004,1246,3.3691839999999997
3005,1252,3.385408
3006,1276,3.4503039999999996
3007,1278,3.4557119999999997
3008,1275,3.4475999999999996
3009,1292,3.493568
3010,1289,3.4854559999999997
3011,1311,3.5449439999999997
3012,1309,3.5395359999999996
3013,1312,3.5476479999999997
3014,1323,3.5773919999999997
3015,1347,3.6422879999999997
3016,1352,3.655808
3017,1367,3.6963679999999997
3018,1372,3.709888
3019,1384,3.742336
3020,1377,3.7234079999999996
3021,1396,3.774784
3022,1394,3.769376
3023,1416,3.828864
3024,1419,3.836976
3025,1427,3.858608
3026,1426,3.8559039999999998
3027,1446,3.9099839999999997
3028,1445,3.9072799999999996
3029,1443,3.9018719999999996
3030,1459,3.9451359999999998
3031,1416,3.828864
3032,1478,3.9965119999999996
3033,1430,3.86672
3034,808,2.1848319999999997
3035,806,2.179424
3036,820,2.2172799999999997
3037,822,2.2226879999999998
3038,834,2.255136
3039,836,2.260544
3040,842,2.2767679999999997
3041,846,2.287584
3042,847,2.290288
3043,859,2.322736
3044,864,2.3362559999999997
3045,865,2.3389599999999997
3046,869,2.349776
3047,876,2.3687039999999997
3048,881,2.382224
3049,882,2.384928
3050,893,2.414672
3051,890,2.40656
3052,897,2.4254879999999996
3053,908,2.4552319999999996
3054,911,2.4633439999999998
3055,922,2.4930879999999997
3056,924,2.498496
3057,933,2.5228319999999997
3058,939,2.539056
3059,942,2.5471679999999997
3060,946,2.557984
3061,956,2.5850239999999998
3062,963,2.6039519999999996
3063,965,2.6093599999999997
3064,972,2.628288
3065,965,2.6093599999999997
3066,975,2.6363999999999996
3067,986,2.6661439999999996
3068,987,2.6688479999999997
3069,993,2.685072
3070,1000,2.7039999999999997
3071,999,2.7012959999999997
3072,1010,2.7310399999999997
3073,1018,2.752672
3074,1017,2.749968
3075,1032,2.7905279999999997
3076,1038,2.806752
3077,1051,2.841904
3078,1059,2.863536
3079,1061,2.868944
3080,1071,2.895984
3081,1076,2.9095039999999996
3082,1086,2.9365439999999996
3083,1081,2.923024
3084,1098,2.9689919999999996
3085,1106,2.990624
3086,1107,2.993328
3087,1116,3.017664
3088,1121,3.0311839999999997
3089,1130,3.0555199999999996
3090,1135,3.0690399999999998
3091,1147,3.101488
3092,1148,3.104192
3093,1149,3.106896
3094,1160,3.13664
3095,1173,3.171792
3096,1179,3.1880159999999997
3097,1184,3.201536
3098,1208,3.2664319999999996
3099,1206,3.261024
3100,1223,3.3069919999999997
3101,1218,3.293472
3102,1232,3.3313279999999996
3103,1237,3.344848
3104,1232,3.3313279999999996
3105,1245,3.3664799999999997
3106,1252,3.385408
3107,1266,3.4232639999999996
3108,1270,3.43408
3109,1281,3.463824
3110,1287,3.4800479999999996
3111,1298,3.5097919999999996
3112,1295,3.50168
3113,1301,3.5179039999999997
3114,1313,3.5503519999999997
3115,1314,3.5530559999999998
3116,1348,3.644992
3117,1342,3.6287679999999995
3118,1339,3.620656
3119,1353,3.6585119999999995
3120,1360,3.67744
3121,1358,3.6720319999999997
3122,1365,3.6909599999999996
3123,1393,3.766672
3124,1412,3.8180479999999997
3125,1260,3.40704
3126,1269,3.4313759999999998
3127,1291,3.4908639999999997
3128,1314,3.5530559999999998
3129,1183,3.198832
3130,1333,3.6044319999999996
3131,1377,3.7234079999999996
3132,763,2.0631519999999997
3133,766,2.0712639999999998
3134,764,2.0658559999999997
3135,769,2.079376
3136,784,2.119936
3137,781,2.111824
3138,788,2.1307519999999998
3139,800,2.1632
3140,801,2.165904
3141,811,2.192944
3142,811,2.192944
3143,813,2.198352
3144,814,2.201056
3145,819,2.2145759999999997
3146,828,2.238912
3147,828,2.238912
3148,843,2.2794719999999997
3149,845,2.28488
3150,840,2.27136
3151,853,2.3065119999999997
3152,853,2.3065119999999997
3153,854,2.3092159999999997
3154,863,2.3335519999999996
3155,866,2.3416639999999997
3156,869,2.349776
3157,883,2.387632
3158,885,2.3930399999999996
3159,882,2.384928
3160,903,2.441712
3161,901,2.436304
3162,911,2.4633439999999998
3163,919,2.4849759999999996
3164,923,2.495792
3165,927,2.506608
3166,936,2.530944
3167,943,2.5498719999999997
3168,939,2.539056
3169,956,2.5850239999999998
3170,956,2.5850239999999998
3171,956,2.5850239999999998
3172,966,2.6120639999999997
3173,972,2.628288
3174,972,2.628288
3175,983,2.658032
3176,990,2.67696
3177,992,2.682368
3178,999,2.7012959999999997
3179,1017,2.749968
3180,1019,2.7553759999999996
3181,1007,2.722928
3182,1019,2.7553759999999996
3183,1035,2.79864
3184,1038,2.806752
3185,1044,2.8229759999999997
3186,1047,2.831088
3187,1046,2.828384
3188,1043,2.8202719999999997
3189,1065,2.8797599999999997
3190,1070,2.89328
3191,1081,2.923024
3192,1084,2.931136
3193,1093,2.955472
3194,1092,2.952768
3195,0,0.0
3196,1104,2.985216
3197,1116,3.017664
3198,1113,3.009552
3199,1120,3.0284799999999996
3200,1125,3.042
3201,1127,3.047408
3202,1133,3.0636319999999997
3203,1131,3.0582239999999996
3204,1142,3.0879679999999996
3205,1144,3.0933759999999997
3206,1140,3.08256
3207,1154,3.1204159999999996
3208,1156,3.1258239999999997
3209,1165,3.1501599999999996
3210,1170,3.16368
3211,1185,3.20424
3212,1186,3.2069439999999996
3213,1198,3.2393919999999996
3214,1220,3.2988799999999996
3215,1222,3.3042879999999997
3216,1255,3.3935199999999996
3217,1268,3.4286719999999997
3218,1260,3.40704
3219,1295,3.50168
3220,1289,3.4854559999999997
3221,1317,3.561168
3222,1310,3.5422399999999996
3223,1333,3.6044319999999996
3224,1344,3.6341759999999996
3225,1350,3.6504
3226,1360,3.67744
3227,1391,3.7612639999999997
3228,1392,3.7639679999999998
3229,1391,3.7612639999999997
3230,1434,3.8775359999999996
3231,1374,3.715296
3232,1369,3.7017759999999997
3233,1410,3.8126399999999996
3234,1365,3.6909599999999996
3235,736,1.990144
3236,744,2.011776
3237,746,2.017184
3238,755,2.04152
3239,757,2.046928
3240,755,2.04152
3241,766,2.0712639999999998
3242,767,2.073968
3243,771,2.084784
3244,768,2.076672
3245,776,2.0983039999999997
3246,783,2.117232
3247,788,2.1307519999999998
3248,788,2.1307519999999998
3249,797,2.1550879999999997
3250,807,2.1821279999999996
3251,805,2.17672
3252,811,2.192944
3253,818,2.211872
3254,820,2.2172799999999997
3255,825,2.2308
3256,826,2.233504
3257,840,2.27136
3258,839,2.268656
3259,843,2.2794719999999997
3260,857,2.317328
3261,857,2.317328
3262,864,2.3362559999999997
3263,868,2.347072
3264,872,2.357888
3265,872,2.357888
3266,888,2.4011519999999997
3267,885,2.3930399999999996
3268,890,2.40656
3269,893,2.414672
3270,906,2.449824
3271,905,2.44712
3272,912,2.466048
3273,903,2.441712
3274,917,2.479568
3275,928,2.509312
3276,923,2.495792
3277,927,2.506608
3278,939,2.539056
3279,944,2.5525759999999997
3280,952,2.5742079999999996
3281,961,2.598544
3282,963,2.6039519999999996
3283,964,2.6066559999999996
3284,966,2.6120639999999997
3285,971,2.625584
3286,986,2.6661439999999996
3287,987,2.6688479999999997
3288,994,2.687776
3289,996,2.693184
3290,1003,2.712112
3291,1013,2.739152
3292,1014,2.741856
3293,1024,2.768896
3294,1031,2.7878239999999996
3295,1033,2.7932319999999997
3296,1042,2.8175679999999996
3297,1048,2.833792
3298,1049,2.836496
3299,1058,2.860832
3300,1065,2.8797599999999997
3301,1068,2.8878719999999998
3302,1078,2.9149119999999997
3303,1068,2.8878719999999998
3304,1098,2.9689919999999996
3305,1091,2.950064
3306,1095,2.96088
3307,1105,2.98792
3308,1103,2.982512
3309,1111,3.0041439999999997
3310,1128,3.050112
3311,1110,3.0014399999999997
3312,1129,3.052816
3313,1130,3.0555199999999996
3314,1150,3.1096
3315,1154,3.1204159999999996
3316,1154,3.1204159999999996
3317,1151,3.112304
3318,1160,3.13664
3319,1167,3.1555679999999997
3320,1175,3.1771999999999996
3321,1183,3.198832
3322,1190,3.2177599999999997
3323,1208,3.2664319999999996
3324,1202,3.2502079999999998
3325,1197,3.2366879999999996
3326,1230,3.3259199999999995
3327,1241,3.355664
3328,673,1.8197919999999999
3329,674,1.822496
3330,683,1.8468319999999998
3331,680,1.83872
3332,687,1.857648
3333,694,1.8765759999999998
3334,694,1.8765759999999998
3335,700,1.8927999999999998
3336,698,1.887392
3337,703,1.900912
3338,712,1.9252479999999998
3339,714,1.930656
3340,725,1.9604
3341,724,1.9576959999999999
3342,733,1.9820319999999998
3343,724,1.9576959999999999
3344,730,1.97392
3345,742,2.0063679999999997
3346,742,2.0063679999999997
3347,742,2.0063679999999997
3348,752,2.0334079999999997
3349,755,2.04152
3350,761,2.057744
