time (min),bacterium area (pixels),bacterium area (µm^2)
99,1174,3.174496
100,774,2.0928959999999996
101,787,2.1280479999999997
102,795,2.14968
103,797,2.1550879999999997
104,796,2.1523839999999996
105,799,2.1604959999999997
106,806,2.179424
107,811,2.192944
108,819,2.2145759999999997
109,830,2.2443199999999996
110,839,2.268656
111,835,2.25784
112,826,2.233504
113,838,2.265952
114,849,2.295696
115,849,2.295696
116,866,2.3416639999999997
117,869,2.349776
118,872,2.357888
119,869,2.349776
120,881,2.382224
121,874,2.3632959999999996
122,899,2.4308959999999997
123,892,2.411968
124,894,2.417376
125,1244,3.3637759999999997
126,910,2.4606399999999997
127,909,2.4579359999999997
128,916,2.476864
129,917,2.479568
130,930,2.5147199999999996
131,939,2.539056
132,942,2.5471679999999997
133,946,2.557984
134,954,2.5796159999999997
135,959,2.593136
136,970,2.62288
137,970,2.62288
138,983,2.658032
139,978,2.6445119999999998
140,987,2.6688479999999997
141,997,2.6958879999999996
142,1004,2.714816
143,1006,2.720224
144,1005,2.71752
145,1018,2.752672
146,1026,2.774304
147,1030,2.7851199999999996
148,1043,2.8202719999999997
149,1049,2.836496
150,1049,2.836496
151,1054,2.8500159999999997
152,1058,2.860832
153,1076,2.9095039999999996
154,1077,2.9122079999999997
155,1074,2.904096
156,1082,2.925728
157,1107,2.993328
158,1100,2.9743999999999997
159,1106,2.990624
160,1121,3.0311839999999997
161,1123,3.0365919999999997
162,1132,3.0609279999999996
163,1142,3.0879679999999996
164,1140,3.08256
165,1140,3.08256
166,1145,3.0960799999999997
167,1154,3.1204159999999996
168,1163,3.144752
169,1168,3.1582719999999997
170,1179,3.1880159999999997
171,1183,3.198832
172,1194,3.228576
173,1205,3.25832
174,1213,3.2799519999999998
175,1225,3.3124
176,1229,3.323216
177,1225,3.3124
178,1234,3.3367359999999997
179,1240,3.35296
180,1239,3.350256
181,1255,3.3935199999999996
182,1255,3.3935199999999996
183,1260,3.40704
184,1292,3.493568
185,1295,3.50168
186,1296,3.504384
187,1313,3.5503519999999997
188,1318,3.563872
189,1209,3.2691359999999996
190,1287,3.4800479999999996
191,1246,3.3691839999999997
192,1095,2.96088
193,721,1.9495839999999998
194,811,2.192944
195,812,2.195648
196,818,2.211872
197,827,2.236208
198,833,2.2524319999999998
199,840,2.27136
200,833,2.2524319999999998
201,844,2.2821759999999998
202,849,2.295696
203,852,2.3038079999999996
204,861,2.328144
205,869,2.349776
206,868,2.347072
207,878,2.374112
208,876,2.3687039999999997
209,890,2.40656
210,888,2.4011519999999997
211,896,2.422784
212,888,2.4011519999999997
213,895,2.42008
214,898,2.4281919999999997
215,907,2.452528
216,910,2.4606399999999997
217,927,2.506608
218,924,2.498496
219,935,2.52824
220,944,2.5525759999999997
221,945,2.5552799999999998
222,938,2.536352
223,951,2.571504
224,956,2.5850239999999998
225,963,2.6039519999999996
226,970,2.62288
227,977,2.6418079999999997
228,972,2.628288
229,969,2.620176
230,990,2.67696
231,998,2.6985919999999997
232,999,2.7012959999999997
233,1003,2.712112
234,1025,2.7716
235,1023,2.7661919999999998
236,1031,2.7878239999999996
237,1038,2.806752
238,1042,2.8175679999999996
239,1053,2.8473119999999996
240,1069,2.890576
241,1071,2.895984
242,1063,2.8743519999999996
243,1075,2.9067999999999996
244,1085,2.93384
245,1099,2.9716959999999997
246,1103,2.982512
247,1114,3.012256
248,1108,2.9960319999999996
249,1116,3.017664
250,1126,3.044704
251,1137,3.074448
252,1136,3.071744
253,1145,3.0960799999999997
254,1159,3.133936
255,1159,3.133936
256,1171,3.166384
257,1166,3.1528639999999997
258,1179,3.1880159999999997
259,1188,3.2123519999999997
260,1197,3.2366879999999996
261,1193,3.225872
262,1210,3.2718399999999996
263,1207,3.263728
264,1206,3.261024
265,1222,3.3042879999999997
266,1222,3.3042879999999997
267,1228,3.320512
268,1243,3.3610719999999996
269,1239,3.350256
270,1256,3.3962239999999997
271,1258,3.4016319999999998
272,1269,3.4313759999999998
273,1269,3.4313759999999998
274,1279,3.4584159999999997
275,1294,3.498976
276,1292,3.493568
277,1313,3.5503519999999997
278,1319,3.5665759999999995
279,1334,3.6071359999999997
280,1334,3.6071359999999997
281,1346,3.6395839999999997
282,1352,3.655808
283,1350,3.6504
284,1366,3.6936639999999996
285,1360,3.67744
286,1386,3.7477439999999995
287,1405,3.79912
288,1412,3.8180479999999997
289,1416,3.828864
290,1419,3.836976
291,1430,3.86672
292,1427,3.858608
293,1463,3.955952
294,1467,3.9667679999999996
295,1508,4.0776319999999995
296,1466,3.9640639999999996
297,1373,3.712592
298,1374,3.715296
299,1324,3.5800959999999997
300,792,2.141568
301,788,2.1307519999999998
302,0,0.0
303,658,1.779232
304,861,2.328144
305,906,2.449824
306,907,2.452528
307,912,2.466048
308,907,2.452528
309,909,2.4579359999999997
310,922,2.4930879999999997
311,931,2.5174239999999997
312,931,2.5174239999999997
313,942,2.5471679999999997
314,936,2.530944
315,944,2.5525759999999997
316,956,2.5850239999999998
317,959,2.593136
318,966,2.6120639999999997
319,970,2.62288
320,978,2.6445119999999998
321,979,2.647216
322,984,2.660736
323,992,2.682368
324,1013,2.739152
325,1013,2.739152
326,1004,2.714816
327,1019,2.7553759999999996
328,1000,2.7039999999999997
329,1030,2.7851199999999996
330,1044,2.8229759999999997
331,1043,2.8202719999999997
332,1054,2.8500159999999997
333,1055,2.8527199999999997
334,1060,2.86624
335,1070,2.89328
336,1078,2.9149119999999997
337,1078,2.9149119999999997
338,1077,2.9122079999999997
339,1089,2.9446559999999997
340,1096,2.963584
341,1105,2.98792
342,1120,3.0284799999999996
343,1120,3.0284799999999996
344,1117,3.020368
345,1127,3.047408
346,1130,3.0555199999999996
347,1144,3.0933759999999997
348,1152,3.1150079999999996
349,1148,3.104192
350,1157,3.1285279999999998
351,1165,3.1501599999999996
352,1169,3.160976
353,1176,3.1799039999999996
354,1181,3.193424
355,1190,3.2177599999999997
356,1190,3.2177599999999997
357,1194,3.228576
358,1196,3.233984
359,1209,3.2691359999999996
360,1222,3.3042879999999997
361,1228,3.320512
362,1233,3.3340319999999997
363,1245,3.3664799999999997
364,1249,3.377296
365,1258,3.4016319999999998
366,1271,3.436784
367,1269,3.4313759999999998
368,1287,3.4800479999999996
369,1277,3.4530079999999996
370,1287,3.4800479999999996
371,1304,3.526016
372,1300,3.5151999999999997
373,1319,3.5665759999999995
374,1318,3.563872
375,1342,3.6287679999999995
376,1333,3.6044319999999996
377,1345,3.6368799999999997
378,1354,3.6612159999999996
379,1353,3.6585119999999995
380,1378,3.7261119999999996
381,1383,3.739632
382,1402,3.7910079999999997
383,1408,3.807232
384,1419,3.836976
385,1419,3.836976
386,787,2.1280479999999997
387,794,2.146976
388,795,2.14968
389,803,2.171312
390,802,2.168608
391,806,2.179424
392,809,2.1875359999999997
393,815,2.20376
394,823,2.225392
395,822,2.2226879999999998
396,832,2.2497279999999997
397,833,2.2524319999999998
398,835,2.25784
399,837,2.263248
400,849,2.295696
401,844,2.2821759999999998
402,864,2.3362559999999997
403,854,2.3092159999999997
404,869,2.349776
405,872,2.357888
406,865,2.3389599999999997
407,878,2.374112
408,883,2.387632
409,888,2.4011519999999997
410,883,2.387632
411,894,2.417376
412,902,2.439008
413,911,2.4633439999999998
414,918,2.482272
415,922,2.4930879999999997
416,922,2.4930879999999997
417,934,2.525536
418,931,2.5174239999999997
419,935,2.52824
420,944,2.5525759999999997
421,946,2.557984
422,958,2.590432
423,957,2.587728
424,962,2.601248
425,979,2.647216
426,978,2.6445119999999998
427,982,2.655328
428,991,2.679664
429,999,2.7012959999999997
430,997,2.6958879999999996
431,1002,2.709408
432,1010,2.7310399999999997
433,1010,2.7310399999999997
434,1016,2.747264
435,1029,2.782416
436,1035,2.79864
437,1044,2.8229759999999997
438,1042,2.8175679999999996
439,1051,2.841904
440,1048,2.833792
441,1051,2.841904
442,1058,2.860832
443,1079,2.9176159999999998
444,1078,2.9149119999999997
445,1081,2.923024
446,1079,2.9176159999999998
447,1104,2.985216
448,1091,2.950064
449,1101,2.9771039999999998
450,1116,3.017664
451,1118,3.023072
452,1119,3.0257759999999996
453,1119,3.0257759999999996
454,1137,3.074448
455,1148,3.104192
456,1131,3.0582239999999996
457,1145,3.0960799999999997
458,1156,3.1258239999999997
459,1156,3.1258239999999997
460,1176,3.1799039999999996
461,1182,3.196128
462,1185,3.20424
463,1186,3.2069439999999996
464,1194,3.228576
465,1214,3.282656
466,1205,3.25832
467,1211,3.2745439999999997
468,1222,3.3042879999999997
469,1230,3.3259199999999995
470,1226,3.315104
471,1240,3.35296
472,1252,3.385408
473,1248,3.374592
474,1272,3.439488
475,1292,3.493568
476,1295,3.50168
477,1312,3.5476479999999997
478,1302,3.5206079999999997
479,1307,3.534128
480,1308,3.5368319999999995
481,1314,3.5530559999999998
482,1317,3.561168
483,1330,3.59632
484,1318,3.563872
485,740,2.00096
486,749,2.025296
487,761,2.057744
488,768,2.076672
489,768,2.076672
490,773,2.090192
491,772,2.087488
492,1439,3.891056
493,1359,3.674736
494,1381,3.7342239999999998
495,1363,3.685552
496,1474,3.985696
497,1463,3.955952
498,1441,3.896464
499,1472,3.980288
500,1390,3.7585599999999997
501,1452,3.926208
502,843,2.2794719999999997
503,841,2.2740639999999996
504,840,2.27136
505,839,2.268656
506,843,2.2794719999999997
507,850,2.2984
508,875,2.3659999999999997
509,866,2.3416639999999997
510,872,2.357888
511,880,2.37952
512,880,2.37952
513,883,2.387632
514,897,2.4254879999999996
515,903,2.441712
516,905,2.44712
517,917,2.479568
518,919,2.4849759999999996
519,937,2.533648
520,935,2.52824
521,948,2.563392
522,951,2.571504
523,945,2.5552799999999998
524,967,2.6147679999999998
525,966,2.6120639999999997
526,973,2.630992
527,977,2.6418079999999997
528,992,2.682368
529,995,2.69048
530,987,2.6688479999999997
531,997,2.6958879999999996
532,1004,2.714816
533,1013,2.739152
534,1028,2.779712
535,1034,2.7959359999999998
536,1036,2.801344
537,1044,2.8229759999999997
538,1045,2.8256799999999997
539,1056,2.8554239999999997
540,1070,2.89328
541,1072,2.898688
542,1079,2.9176159999999998
543,1087,2.9392479999999996
544,1086,2.9365439999999996
545,1097,2.9662879999999996
546,1098,2.9689919999999996
547,1101,2.9771039999999998
548,1114,3.012256
549,1122,3.0338879999999997
550,1121,3.0311839999999997
551,1132,3.0609279999999996
552,1133,3.0636319999999997
553,1134,3.0663359999999997
554,1151,3.112304
555,1160,3.13664
556,1163,3.144752
557,1174,3.174496
558,1183,3.198832
559,1182,3.196128
560,1189,3.2150559999999997
561,1198,3.2393919999999996
562,1197,3.2366879999999996
563,1208,3.2664319999999996
564,1221,3.3015839999999996
565,1220,3.2988799999999996
566,1221,3.3015839999999996
567,1242,3.3583679999999996
568,0,0.0
569,1257,3.3989279999999997
570,1270,3.43408
571,1277,3.4530079999999996
572,1289,3.4854559999999997
573,1293,3.496272
574,1310,3.5422399999999996
575,1315,3.55576
576,1298,3.5097919999999996
577,1326,3.585504
578,1319,3.5665759999999995
579,1324,3.5800959999999997
580,1348,3.644992
581,1358,3.6720319999999997
582,1351,3.653104
583,1332,3.6017279999999996
584,797,2.1550879999999997
585,804,2.174016
586,802,2.168608
587,820,2.2172799999999997
588,815,2.20376
589,832,2.2497279999999997
590,837,2.263248
591,841,2.2740639999999996
592,841,2.2740639999999996
593,839,2.268656
594,848,2.292992
595,860,2.32544
596,861,2.328144
597,879,2.376816
598,872,2.357888
599,873,2.360592
600,879,2.376816
601,873,2.360592
602,895,2.42008
603,890,2.40656
604,903,2.441712
605,902,2.439008
606,914,2.471456
607,910,2.4606399999999997
608,922,2.4930879999999997
609,932,2.5201279999999997
610,921,2.4903839999999997
611,945,2.5552799999999998
612,946,2.557984
613,1504,4.066815999999999
614,1495,4.042479999999999
615,957,2.587728
616,1566,4.234464
617,981,2.652624
618,1554,4.2020159999999995
619,990,2.67696
620,1488,4.023552
621,986,2.6661439999999996
622,994,2.687776
623,1531,4.139824
624,1025,2.7716
625,1047,2.831088
626,1050,2.8392
627,1048,2.833792
628,1056,2.8554239999999997
629,1070,2.89328
630,1067,2.8851679999999997
631,1079,2.9176159999999998
632,1079,2.9176159999999998
633,1080,2.92032
634,1091,2.950064
635,1081,2.923024
636,1105,2.98792
637,1124,3.0392959999999998
638,1125,3.042
639,1122,3.0338879999999997
640,1138,3.077152
641,1141,3.0852639999999996
642,1144,3.0933759999999997
643,1154,3.1204159999999996
644,1166,3.1528639999999997
645,1180,3.19072
646,1166,3.1528639999999997
647,1175,3.1771999999999996
648,1189,3.2150559999999997
649,1190,3.2177599999999997
650,1194,3.228576
651,1203,3.252912
652,1201,3.2475039999999997
653,1207,3.263728
654,1211,3.2745439999999997
655,1222,3.3042879999999997
656,1224,3.3096959999999997
657,1236,3.342144
658,1234,3.3367359999999997
659,1247,3.3718879999999998
660,1252,3.385408
661,1251,3.382704
662,1266,3.4232639999999996
663,1277,3.4530079999999996
664,1293,3.496272
665,1295,3.50168
666,1324,3.5800959999999997
667,1332,3.6017279999999996
668,1333,3.6044319999999996
669,1333,3.6044319999999996
670,1418,3.834272
671,747,2.019888
672,748,2.022592
673,748,2.022592
674,773,2.090192
675,761,2.057744
676,769,2.079376
677,777,2.1010079999999998
678,777,2.1010079999999998
679,782,2.114528
680,787,2.1280479999999997
681,784,2.119936
682,796,2.1523839999999996
683,797,2.1550879999999997
684,808,2.1848319999999997
685,814,2.201056
686,816,2.206464
687,821,2.2199839999999997
688,826,2.233504
689,833,2.2524319999999998
690,832,2.2497279999999997
691,841,2.2740639999999996
692,852,2.3038079999999996
693,860,2.32544
694,855,2.3119199999999998
695,861,2.328144
696,866,2.3416639999999997
697,868,2.347072
698,875,2.3659999999999997
699,885,2.3930399999999996
700,895,2.42008
701,900,2.4335999999999998
702,900,2.4335999999999998
703,901,2.436304
704,908,2.4552319999999996
705,914,2.471456
706,915,2.47416
707,933,2.5228319999999997
708,920,2.4876799999999997
709,937,2.533648
710,947,2.560688
711,942,2.5471679999999997
712,948,2.563392
713,944,2.5525759999999997
714,965,2.6093599999999997
715,1492,4.034368
716,969,2.620176
717,1532,4.1425279999999995
718,988,2.6715519999999997
719,1000,2.7039999999999997
720,1002,2.709408
721,1007,2.722928
722,1012,2.7364479999999998
723,1014,2.741856
724,1027,2.777008
725,1035,2.79864
726,1036,2.801344
727,1040,2.81216
728,1053,2.8473119999999996
729,1052,2.8446079999999996
730,1064,2.8770559999999996
731,1075,2.9067999999999996
732,1080,2.92032
733,1076,2.9095039999999996
734,1079,2.9176159999999998
735,1102,2.979808
736,1095,2.96088
737,1098,2.9689919999999996
738,1108,2.9960319999999996
739,1113,3.009552
740,1112,3.0068479999999997
741,1119,3.0257759999999996
742,1132,3.0609279999999996
743,1143,3.0906719999999996
744,1145,3.0960799999999997
745,1151,3.112304
746,1163,3.144752
747,1161,3.139344
748,1158,3.131232
749,1186,3.2069439999999996
750,1178,3.1853119999999997
751,1186,3.2069439999999996
752,1206,3.261024
753,1205,3.25832
754,1218,3.293472
755,1220,3.2988799999999996
756,1223,3.3069919999999997
757,1221,3.3015839999999996
758,671,1.8143839999999998
759,674,1.822496
760,676,1.827904
761,689,1.8630559999999998
762,695,1.8792799999999998
763,699,1.8900959999999998
764,697,1.884688
765,695,1.8792799999999998
766,708,1.914432
767,701,1.8955039999999999
768,718,1.9414719999999999
769,719,1.944176
770,730,1.97392
771,728,1.9685119999999998
772,735,1.9874399999999999
773,734,1.9847359999999998
774,743,2.0090719999999997
775,741,2.0036639999999997
776,756,2.044224
777,757,2.046928
778,750,2.028
779,764,2.0658559999999997
780,769,2.079376
781,770,2.08208
782,769,2.079376
783,766,2.0712639999999998
784,787,2.1280479999999997
785,783,2.117232
786,803,2.171312
787,801,2.165904
788,809,2.1875359999999997
789,803,2.171312
790,809,2.1875359999999997
791,810,2.1902399999999997
792,827,2.236208
793,820,2.2172799999999997
794,836,2.260544
795,831,2.2470239999999997
796,853,2.3065119999999997
797,846,2.287584
798,858,2.320032
799,861,2.328144
800,863,2.3335519999999996
801,872,2.357888
802,870,2.35248
803,876,2.3687039999999997
804,886,2.3957439999999997
805,882,2.384928
806,890,2.40656
807,895,2.42008
808,1438,3.888352
809,1426,3.8559039999999998
810,1422,3.8450879999999996
811,1313,3.5503519999999997
812,1517,4.101967999999999
813,1472,3.980288
814,1514,4.093856
815,1542,4.169568
816,1517,4.101967999999999
817,1563,4.226351999999999
818,971,2.625584
819,975,2.6363999999999996
820,972,2.628288
821,979,2.647216
822,997,2.6958879999999996
823,993,2.685072
824,995,2.69048
825,1003,2.712112
826,1009,2.7283359999999997
827,1015,2.74456
828,1023,2.7661919999999998
829,1036,2.801344
830,1024,2.768896
831,1038,2.806752
832,1038,2.806752
833,1047,2.831088
834,1059,2.863536
835,1068,2.8878719999999998
836,1069,2.890576
837,1072,2.898688
838,1077,2.9122079999999997
839,1078,2.9149119999999997
840,1088,2.9419519999999997
841,1086,2.9365439999999996
842,1087,2.9392479999999996
843,1094,2.958176
844,1105,2.98792
845,1108,2.9960319999999996
846,1119,3.0257759999999996
847,1124,3.0392959999999998
848,1124,3.0392959999999998
849,1125,3.042
850,1127,3.047408
851,1157,3.1285279999999998
852,1182,3.196128
853,1178,3.1853119999999997
854,1207,3.263728
855,1214,3.282656
856,1218,3.293472
857,1227,3.317808
858,1221,3.3015839999999996
859,1231,3.3286239999999996
860,1250,3.38
861,1270,3.43408
862,1257,3.3989279999999997
863,676,1.827904
864,671,1.8143839999999998
865,683,1.8468319999999998
866,687,1.857648
867,689,1.8630559999999998
868,692,1.871168
869,692,1.871168
870,698,1.887392
871,702,1.898208
872,709,1.917136
873,714,1.930656
874,718,1.9414719999999999
875,722,1.9522879999999998
876,714,1.930656
877,717,1.9387679999999998
878,736,1.990144
879,739,1.9982559999999998
880,740,2.00096
881,745,2.01448
882,757,2.046928
883,752,2.0334079999999997
884,753,2.0361119999999997
885,764,2.0658559999999997
886,778,2.103712
887,778,2.103712
888,780,2.10912
889,776,2.0983039999999997
890,792,2.141568
891,794,2.146976
892,793,2.144272
893,799,2.1604959999999997
894,801,2.165904
895,822,2.2226879999999998
896,818,2.211872
897,830,2.2443199999999996
898,838,2.265952
899,837,2.263248
900,838,2.265952
901,852,2.3038079999999996
902,859,2.322736
903,857,2.317328
904,864,2.3362559999999997
905,875,2.3659999999999997
906,866,2.3416639999999997
907,880,2.37952
908,886,2.3957439999999997
909,896,2.422784
910,907,2.452528
911,901,2.436304
912,905,2.44712
913,921,2.4903839999999997
914,913,2.468752
915,926,2.503904
916,940,2.54176
917,944,2.5525759999999997
918,942,2.5471679999999997
919,956,2.5850239999999998
920,960,2.59584
921,965,2.6093599999999997
922,974,2.6336959999999996
923,992,2.682368
924,993,2.685072
925,1000,2.7039999999999997
926,1000,2.7039999999999997
927,1006,2.720224
928,1031,2.7878239999999996
929,1026,2.774304
930,1037,2.804048
931,1037,2.804048
932,1053,2.8473119999999996
933,1055,2.8527199999999997
934,1048,2.833792
935,1075,2.9067999999999996
936,1072,2.898688
937,1080,2.92032
938,1092,2.952768
939,1092,2.952768
940,1110,3.0014399999999997
941,1111,3.0041439999999997
942,1120,3.0284799999999996
943,1119,3.0257759999999996
944,1112,3.0068479999999997
945,1122,3.0338879999999997
946,1141,3.0852639999999996
947,1141,3.0852639999999996
948,1136,3.071744
949,1144,3.0933759999999997
950,1159,3.133936
951,1159,3.133936
952,1166,3.1528639999999997
953,1171,3.166384
954,1171,3.166384
955,1179,3.1880159999999997
956,1196,3.233984
957,1195,3.23128
958,1204,3.255616
959,1207,3.263728
960,1208,3.2664319999999996
961,1233,3.3340319999999997
962,1245,3.3664799999999997
963,680,1.83872
964,679,1.8360159999999999
965,571,1.5439839999999998
966,685,1.8522399999999999
967,697,1.884688
968,701,1.8955039999999999
969,692,1.871168
970,701,1.8955039999999999
971,707,1.9117279999999999
972,709,1.917136
973,709,1.917136
974,719,1.944176
975,732,1.9793279999999998
976,728,1.9685119999999998
977,732,1.9793279999999998
978,738,1.9955519999999998
979,741,2.0036639999999997
980,749,2.025296
981,752,2.0334079999999997
982,754,2.0388159999999997
983,762,2.060448
984,764,2.0658559999999997
985,769,2.079376
986,765,2.0685599999999997
987,776,2.0983039999999997
988,780,2.10912
989,787,2.1280479999999997
990,796,2.1523839999999996
991,796,2.1523839999999996
992,804,2.174016
993,805,2.17672
994,815,2.20376
995,814,2.201056
996,823,2.225392
997,823,2.225392
998,832,2.2497279999999997
999,839,2.268656
1000,838,2.265952
1001,854,2.3092159999999997
1002,855,2.3119199999999998
1003,864,2.3362559999999997
1004,870,2.35248
1005,869,2.349776
1006,876,2.3687039999999997
1007,884,2.390336
1008,894,2.417376
1009,898,2.4281919999999997
1010,916,2.476864
1011,915,2.47416
1012,921,2.4903839999999997
1013,913,2.468752
1014,921,2.4903839999999997
1015,930,2.5147199999999996
1016,943,2.5498719999999997
1017,934,2.525536
1018,953,2.5769119999999996
1019,959,2.593136
1020,963,2.6039519999999996
1021,966,2.6120639999999997
1022,978,2.6445119999999998
1023,981,2.652624
1024,987,2.6688479999999997
1025,997,2.6958879999999996
1026,988,2.6715519999999997
1027,1002,2.709408
1028,1022,2.7634879999999997
1029,1017,2.749968
1030,1035,2.79864
1031,1033,2.7932319999999997
1032,1036,2.801344
1033,1045,2.8256799999999997
1034,1049,2.836496
1035,1065,2.8797599999999997
1036,1055,2.8527199999999997
1037,1064,2.8770559999999996
1038,1092,2.952768
1039,1100,2.9743999999999997
1040,1115,3.01496
1041,1114,3.012256
1042,1121,3.0311839999999997
1043,1138,3.077152
1044,1134,3.0663359999999997
1045,1147,3.101488
1046,1149,3.106896
1047,1154,3.1204159999999996
1048,1164,3.1474559999999996
1049,1166,3.1528639999999997
1050,1182,3.196128
1051,1174,3.174496
1052,1170,3.16368
1053,1180,3.19072
1054,1184,3.201536
1055,1197,3.2366879999999996
1056,1197,3.2366879999999996
1057,1205,3.25832
1058,1223,3.3069919999999997
1059,1233,3.3340319999999997
1060,1260,3.40704
1061,1288,3.4827519999999996
1062,1165,3.1501599999999996
1063,1161,3.139344
1064,1128,3.050112
1065,1212,3.2772479999999997
1066,1269,3.4313759999999998
1067,1162,3.142048
1068,1152,3.1150079999999996
1069,973,2.630992
1070,972,2.628288
1071,1112,3.0068479999999997
1072,714,1.930656
1073,729,1.9712159999999999
1074,728,1.9685119999999998
1075,738,1.9955519999999998
1076,750,2.028
1077,748,2.022592
1078,752,2.0334079999999997
1079,750,2.028
1080,0,0.0
1081,769,2.079376
1082,773,2.090192
1083,779,2.106416
1084,786,2.1253439999999997
1085,794,2.146976
1086,794,2.146976
1087,800,2.1632
1088,805,2.17672
1089,811,2.192944
1090,816,2.206464
1091,814,2.201056
1092,828,2.238912
1093,834,2.255136
1094,843,2.2794719999999997
1095,842,2.2767679999999997
1096,845,2.28488
1097,848,2.292992
1098,848,2.292992
1099,853,2.3065119999999997
1100,874,2.3632959999999996
1101,872,2.357888
1102,874,2.3632959999999996
1103,878,2.374112
1104,888,2.4011519999999997
1105,900,2.4335999999999998
1106,907,2.452528
1107,906,2.449824
1108,910,2.4606399999999997
1109,917,2.479568
1110,915,2.47416
1111,924,2.498496
1112,935,2.52824
1113,938,2.536352
1114,945,2.5552799999999998
1115,951,2.571504
1116,952,2.5742079999999996
1117,963,2.6039519999999996
1118,964,2.6066559999999996
1119,974,2.6336959999999996
1120,986,2.6661439999999996
1121,986,2.6661439999999996
1122,989,2.6742559999999997
1123,986,2.6661439999999996
1124,1003,2.712112
1125,1002,2.709408
1126,1013,2.739152
1127,1024,2.768896
1128,1033,2.7932319999999997
1129,1028,2.779712
1130,1039,2.809456
1131,1047,2.831088
1132,1046,2.828384
1133,1049,2.836496
1134,1052,2.8446079999999996
1135,1057,2.858128
1136,1065,2.8797599999999997
1137,1072,2.898688
1138,1087,2.9392479999999996
1139,1098,2.9689919999999996
1140,1097,2.9662879999999996
1141,1102,2.979808
1142,1117,3.020368
1143,1126,3.044704
1144,1123,3.0365919999999997
1145,1151,3.112304
1146,1166,3.1528639999999997
1147,1165,3.1501599999999996
1148,1189,3.2150559999999997
1149,1192,3.223168
1150,1192,3.223168
1151,1216,3.288064
1152,1083,2.928432
1153,1140,3.08256
1154,669,1.808976
1155,1117,3.020368
1156,1192,3.223168
1157,1113,3.009552
1158,1168,3.1582719999999997
1159,1135,3.0690399999999998
1160,635,1.71704
1161,1071,2.895984
1162,622,1.6818879999999998
1163,618,1.671072
1164,621,1.6791839999999998
1165,639,1.7278559999999998
1166,1140,3.08256
1167,701,1.8955039999999999
1168,717,1.9387679999999998
1169,724,1.9576959999999999
1170,738,1.9955519999999998
1171,752,2.0334079999999997
1172,756,2.044224
1173,756,2.044224
1174,767,2.073968
1175,768,2.076672
1176,777,2.1010079999999998
1177,783,2.117232
1178,781,2.111824
1179,786,2.1253439999999997
1180,794,2.146976
1181,807,2.1821279999999996
1182,796,2.1523839999999996
1183,810,2.1902399999999997
1184,812,2.195648
1185,823,2.225392
1186,827,2.236208
1187,827,2.236208
1188,839,2.268656
1189,841,2.2740639999999996
1190,854,2.3092159999999997
1191,850,2.2984
1192,851,2.301104
1193,866,2.3416639999999997
1194,872,2.357888
1195,875,2.3659999999999997
1196,875,2.3659999999999997
1197,890,2.40656
1198,898,2.4281919999999997
1199,902,2.439008
1200,904,2.444416
1201,915,2.47416
1202,918,2.482272
1203,923,2.495792
1204,932,2.5201279999999997
1205,935,2.52824
1206,944,2.5525759999999997
1207,946,2.557984
1208,957,2.587728
1209,961,2.598544
1210,969,2.620176
